Person,Age,Weight,Income,Pay Type,Car Value,CC Debt,Gender,Live Alone,Dwell Type,Mall Trips,Nbhd,Have Tried,Pay Type Hourly,Pay Type Salaried,Gender Female,Gender Male,Live Alone No,Live Alone Yes,Dwell Type Apt,Dwell Type Condo,Dwell Type Home,Have Tried No,Have Tried Yes
427,49,196,33500,Hourly,2730,1090,Male,Yes,Apt,2,East,No,1,0,0,1,0,1,1,0,0,1,0
428,30,163,41100,Hourly,5080,520,Male,No,Home,5,East,Yes,1,0,0,1,1,0,0,0,1,0,1
429,55,208,52100,Salaried,7870,240,Female,No,Home,2,West,No,0,1,1,0,1,0,0,0,1,1,0
430,39,178,33300,Hourly,1810,470,Female,No,Home,1,East,No,1,0,1,0,1,0,0,0,1,1,0
431,33,175,14100,Hourly,1650,490,Female,No,Condo,1,South,No,1,0,1,0,1,0,0,1,0,1,0
432,45,205,30800,Hourly,3550,530,Male,No,Apt,2,East,No,1,0,0,1,1,0,1,0,0,1,0
433,31,182,65800,Salaried,1150,3250,Female,No,Apt,7,West,Yes,0,1,1,0,1,0,1,0,0,0,1
434,49,235,14200,Hourly,3200,1620,Female,No,Apt,7,West,No,1,0,1,0,1,0,1,0,0,1,0
435,48,192,23900,Hourly,2130,150,Female,No,Condo,1,South,No,1,0,1,0,1,0,0,1,0,1,0
436,39,175,58600,Hourly,7280,110,Female,No,Condo,3,South,No,1,0,1,0,1,0,0,1,0,1,0
437,28,157,15800,Hourly,3550,3690,Male,No,Condo,5,East,No,1,0,0,1,1,0,0,1,0,1,0
438,43,189,16000,Hourly,2050,330,Male,No,Home,2,South,No,1,0,0,1,1,0,0,0,1,1,0
439,51,229,11200,Hourly,320,130,Male,No,Apt,2,South,No,1,0,0,1,1,0,1,0,0,1,0
440,25,187,8300,Hourly,920,3430,Male,No,Condo,5,East,Yes,1,0,0,1,1,0,0,1,0,0,1
441,41,181,15400,Hourly,850,2260,Female,No,Home,9,South,Yes,1,0,1,0,1,0,0,0,1,0,1
442,30,183,17000,Hourly,1690,3560,Female,No,Condo,4,East,No,1,0,1,0,1,0,0,1,0,1,0
443,31,175,65700,Salaried,10900,670,Male,No,Apt,7,West,Yes,0,1,0,1,1,0,1,0,0,0,1
444,28,227,13900,Hourly,490,1280,Female,No,Apt,7,West,Yes,1,0,1,0,1,0,1,0,0,0,1
445,32,197,40100,Salaried,6770,3360,Female,No,Home,8,West,Yes,0,1,1,0,1,0,0,0,1,0,1
446,48,179,55800,Salaried,6800,1280,Female,No,Home,8,South,Yes,0,1,1,0,1,0,0,0,1,0,1
447,57,201,23900,Salaried,9300,480,Female,No,Condo,4,West,No,0,1,1,0,1,0,0,1,0,1,0
448,32,169,53100,Hourly,2270,0,Female,No,Home,2,West,No,1,0,1,0,1,0,0,0,1,1,0
449,34,218,72900,Salaried,5130,510,Female,Yes,Apt,4,West,Yes,0,1,1,0,0,1,1,0,0,0,1
450,54,180,16800,Hourly,1950,910,Female,No,Home,2,East,No,1,0,1,0,1,0,0,0,1,1,0
451,54,176,50400,Salaried,11930,1530,Female,No,Home,2,West,Yes,0,1,1,0,1,0,0,0,1,0,1
452,28,230,25700,Salaried,3110,2370,Male,No,Apt,8,South,Yes,0,1,0,1,1,0,1,0,0,0,1
453,32,174,24800,Hourly,3960,920,Male,No,Home,4,East,No,1,0,0,1,1,0,0,0,1,1,0
454,45,194,65200,Salaried,3250,850,Female,No,Home,2,East,No,0,1,1,0,1,0,0,0,1,1,0
455,29,217,32100,Hourly,3060,2470,Male,No,Condo,3,East,No,1,0,0,1,1,0,0,1,0,1,0
456,34,166,90900,Salaried,33870,1350,Male,No,Home,6,South,Yes,0,1,0,1,1,0,0,0,1,0,1
457,47,179,36300,Hourly,6240,2790,Male,No,Condo,3,East,Yes,1,0,0,1,1,0,0,1,0,0,1
458,29,171,29200,Salaried,2880,1890,Female,Yes,Condo,3,West,Yes,0,1,1,0,0,1,0,1,0,0,1
459,25,169,76200,Salaried,22590,640,Female,No,Condo,9,South,Yes,0,1,1,0,1,0,0,1,0,0,1
460,59,169,104200,Salaried,7800,1480,Female,No,Home,4,South,Yes,0,1,1,0,1,0,0,0,1,0,1
461,29,176,46300,Salaried,15060,680,Female,Yes,Home,8,West,Yes,0,1,1,0,0,1,0,0,1,0,1
462,31,225,21300,Salaried,4530,2090,Male,No,Condo,7,West,Yes,0,1,0,1,1,0,0,1,0,0,1
463,50,200,48200,Salaried,7070,710,Female,No,Apt,8,West,Yes,0,1,1,0,1,0,1,0,0,0,1
464,24,191,70500,Salaried,7360,1450,Male,No,Apt,7,East,Yes,0,1,0,1,1,0,1,0,0,0,1
465,50,233,50600,Salaried,11970,460,Male,No,Home,4,East,No,0,1,0,1,1,0,0,0,1,1,0
466,50,185,36000,Salaried,11030,0,Female,No,Apt,1,South,No,0,1,1,0,1,0,1,0,0,1,0
467,44,254,32300,Salaried,6900,1030,Female,No,Condo,4,West,Yes,0,1,1,0,1,0,0,1,0,0,1
468,44,210,26800,Hourly,2210,1600,Male,No,Home,8,West,Yes,1,0,0,1,1,0,0,0,1,0,1
469,32,185,113000,Salaried,8300,4310,Male,No,Apt,4,West,Yes,0,1,0,1,1,0,1,0,0,0,1
470,58,177,29700,Hourly,5150,1220,Male,No,Home,3,West,No,1,0,0,1,1,0,0,0,1,1,0
471,46,197,47600,Salaried,4390,1230,Male,No,Apt,5,East,Yes,0,1,0,1,1,0,1,0,0,0,1
472,46,204,46900,Salaried,12770,1130,Male,No,Home,3,West,Yes,0,1,0,1,1,0,0,0,1,0,1
473,40,144,137100,Salaried,7300,970,Female,No,Home,8,West,Yes,0,1,1,0,1,0,0,0,1,0,1
474,25,184,26500,Salaried,2540,720,Female,No,Home,2,East,No,0,1,1,0,1,0,0,0,1,1,0
475,37,205,30800,Salaried,3410,1670,Male,No,Condo,6,West,Yes,0,1,0,1,1,0,0,1,0,0,1
476,46,227,13600,Hourly,1800,2370,Male,No,Condo,6,West,Yes,1,0,0,1,1,0,0,1,0,0,1
477,33,175,107100,Salaried,16870,5340,Male,No,Condo,8,West,Yes,0,1,0,1,1,0,0,1,0,0,1
478,37,205,25500,Hourly,2780,730,Male,No,Home,4,East,No,1,0,0,1,1,0,0,0,1,1,0
479,39,221,2600,Hourly,440,520,Female,No,Apt,0,East,No,1,0,1,0,1,0,1,0,0,1,0
480,35,189,48300,Salaried,5350,1590,Male,No,Condo,5,East,Yes,0,1,0,1,1,0,0,1,0,0,1
481,29,190,42200,Hourly,5540,2000,Female,No,Apt,5,West,Yes,1,0,1,0,1,0,1,0,0,0,1
482,39,212,56800,Salaried,19750,1870,Male,No,Apt,7,West,Yes,0,1,0,1,1,0,1,0,0,0,1
483,38,186,65900,Salaried,9690,0,Male,Yes,Home,1,South,No,0,1,0,1,0,1,0,0,1,1,0
484,44,193,107800,Salaried,7810,1080,Female,No,Condo,12,West,Yes,0,1,1,0,1,0,0,1,0,0,1
485,56,177,15300,Hourly,550,620,Female,No,Home,4,South,No,1,0,1,0,1,0,0,0,1,1,0
486,47,180,83700,Salaried,12480,1620,Male,No,Home,7,South,Yes,0,1,0,1,1,0,0,0,1,0,1
487,30,171,60200,Salaried,14320,1790,Male,No,Home,8,East,Yes,0,1,0,1,1,0,0,0,1,0,1
488,45,157,95500,Salaried,16130,470,Male,No,Apt,2,East,Yes,0,1,0,1,1,0,1,0,0,0,1
489,41,249,38600,Hourly,5270,770,Male,No,Home,5,East,No,1,0,0,1,1,0,0,0,1,1,0
490,34,212,47500,Salaried,21300,2840,Female,No,Home,4,East,No,0,1,1,0,1,0,0,0,1,1,0
491,22,214,62900,Salaried,5320,610,Female,No,Home,6,West,Yes,0,1,1,0,1,0,0,0,1,0,1
492,34,174,8700,Hourly,430,350,Male,No,Condo,5,South,Yes,1,0,0,1,1,0,0,1,0,0,1
493,38,204,77500,Hourly,7930,1180,Male,No,Condo,3,West,Yes,1,0,0,1,1,0,0,1,0,0,1
494,47,168,5800,Hourly,810,640,Male,No,Apt,5,East,No,1,0,0,1,1,0,1,0,0,1,0
495,61,185,51700,Hourly,3380,0,Male,No,Home,0,West,No,1,0,0,1,1,0,0,0,1,1,0
496,33,183,24100,Salaried,4230,1830,Male,No,Home,11,West,Yes,0,1,0,1,1,0,0,0,1,0,1
497,35,167,59700,Salaried,6330,2380,Female,No,Home,10,West,Yes,0,1,1,0,1,0,0,0,1,0,1
498,37,238,26500,Salaried,3070,260,Female,No,Home,2,West,Yes,0,1,1,0,1,0,0,0,1,0,1
499,45,176,59800,Salaried,14850,1210,Female,No,Home,3,West,No,0,1,1,0,1,0,0,0,1,1,0
500,27,237,43200,Hourly,4220,140,Female,No,Condo,4,West,Yes,1,0,1,0,1,0,0,1,0,0,1
501,34,171,23200,Hourly,3320,990,Male,No,Home,3,South,No,1,0,0,1,1,0,0,0,1,1,0
502,33,162,31300,Salaried,4060,1140,Female,No,Home,4,West,Yes,0,1,1,0,1,0,0,0,1,0,1
503,34,218,155600,Salaried,3890,1320,Male,No,Condo,3,East,Yes,0,1,0,1,1,0,0,1,0,0,1
504,47,174,122900,Salaried,8020,100,Male,Yes,Apt,3,West,Yes,0,1,0,1,0,1,1,0,0,0,1
505,25,151,29700,Salaried,3790,3670,Male,Yes,Home,4,West,Yes,0,1,0,1,0,1,0,0,1,0,1
506,36,225,40500,Salaried,4490,3180,Male,No,Home,3,East,Yes,0,1,0,1,1,0,0,0,1,0,1
507,45,192,54600,Salaried,6030,3580,Male,No,Home,9,West,Yes,0,1,0,1,1,0,0,0,1,0,1
508,39,192,39400,Salaried,3470,3480,Male,Yes,Home,8,East,Yes,0,1,0,1,0,1,0,0,1,0,1
509,29,196,12800,Hourly,1040,5220,Male,No,Condo,10,East,Yes,1,0,0,1,1,0,0,1,0,0,1
510,36,175,41600,Hourly,3460,1320,Male,No,Home,5,East,Yes,1,0,0,1,1,0,0,0,1,0,1
511,39,174,76000,Salaried,690,2640,Male,No,Home,9,South,Yes,0,1,0,1,1,0,0,0,1,0,1
512,26,196,63800,Salaried,19210,600,Male,Yes,Home,2,West,Yes,0,1,0,1,0,1,0,0,1,0,1
513,28,182,63900,Hourly,10120,1200,Male,No,Apt,4,South,No,1,0,0,1,1,0,1,0,0,1,0
514,52,194,37900,Hourly,2100,1950,Female,No,Home,1,South,No,1,0,1,0,1,0,0,0,1,1,0
515,59,209,49900,Hourly,1350,230,Female,No,Home,1,South,No,1,0,1,0,1,0,0,0,1,1,0
516,43,193,149600,Salaried,13290,690,Male,No,Condo,7,West,Yes,0,1,0,1,1,0,0,1,0,0,1
517,29,175,30700,Hourly,5870,650,Male,No,Home,2,East,No,1,0,0,1,1,0,0,0,1,1,0
518,34,146,8500,Hourly,980,310,Female,No,Apt,4,East,No,1,0,1,0,1,0,1,0,0,1,0
519,42,193,47100,Hourly,5690,1130,Female,No,Condo,5,East,No,1,0,1,0,1,0,0,1,0,1,0
520,36,257,47500,Hourly,10770,1270,Male,Yes,Condo,4,East,No,1,0,0,1,0,1,0,1,0,1,0
521,25,145,83500,Hourly,2530,1010,Female,No,Home,5,West,Yes,1,0,1,0,1,0,0,0,1,0,1
522,35,216,46500,Salaried,2700,1480,Male,Yes,Home,3,West,Yes,0,1,0,1,0,1,0,0,1,0,1
523,30,193,23600,Salaried,5100,580,Male,No,Home,3,West,No,0,1,0,1,1,0,0,0,1,1,0
524,50,157,27100,Hourly,4750,2280,Female,No,Condo,5,South,No,1,0,1,0,1,0,0,1,0,1,0
525,33,185,10000,Hourly,790,1030,Female,No,Apt,3,West,No,1,0,1,0,1,0,1,0,0,1,0
526,48,183,9600,Hourly,280,320,Female,No,Home,2,West,Yes,1,0,1,0,1,0,0,0,1,0,1
527,38,227,46300,Hourly,290,420,Female,No,Apt,2,West,No,1,0,1,0,1,0,1,0,0,1,0
528,57,207,35000,Hourly,2410,340,Male,No,Condo,3,South,No,1,0,0,1,1,0,0,1,0,1,0
529,27,198,10500,Salaried,2890,3020,Female,No,Condo,8,West,Yes,0,1,1,0,1,0,0,1,0,0,1
530,34,173,22600,Hourly,2420,3410,Male,No,Condo,10,West,Yes,1,0,0,1,1,0,0,1,0,0,1
531,31,213,42900,Salaried,2820,720,Female,No,Home,3,South,Yes,0,1,1,0,1,0,0,0,1,0,1
532,33,205,8300,Hourly,350,860,Female,Yes,Home,5,South,Yes,1,0,1,0,0,1,0,0,1,0,1
533,46,222,32500,Salaried,3640,680,Female,No,Home,2,West,Yes,0,1,1,0,1,0,0,0,1,0,1
534,24,199,8500,Hourly,290,2160,Female,No,Home,7,West,Yes,1,0,1,0,1,0,0,0,1,0,1
535,31,162,49200,Salaried,1750,860,Female,Yes,Condo,6,West,Yes,0,1,1,0,0,1,0,1,0,0,1
536,36,206,19400,Salaried,3770,520,Male,Yes,Home,1,East,Yes,0,1,0,1,0,1,0,0,1,0,1
537,33,233,12500,Hourly,1330,1040,Male,No,Home,5,East,Yes,1,0,0,1,1,0,0,0,1,0,1
538,44,217,77400,Salaried,860,810,Male,No,Apt,1,South,No,0,1,0,1,1,0,1,0,0,1,0
539,45,229,32800,Salaried,4660,70,Male,No,Home,1,East,No,0,1,0,1,1,0,0,0,1,1,0
540,35,232,40400,Salaried,8210,770,Male,No,Home,4,West,Yes,0,1,0,1,1,0,0,0,1,0,1
541,43,208,28900,Salaried,1210,2440,Female,No,Home,10,West,Yes,0,1,1,0,1,0,0,0,1,0,1
542,46,165,20500,Salaried,3140,900,Male,No,Condo,5,East,Yes,0,1,0,1,1,0,0,1,0,0,1
543,24,187,48000,Salaried,5230,1770,Male,No,Apt,8,East,Yes,0,1,0,1,1,0,1,0,0,0,1
544,41,194,28000,Hourly,4150,0,Female,No,Condo,0,West,No,1,0,1,0,1,0,0,1,0,1,0
545,49,173,47300,Salaried,3130,2740,Male,No,Apt,6,West,No,0,1,0,1,1,0,1,0,0,1,0
546,49,160,23600,Salaried,4910,1660,Female,No,Condo,4,East,No,0,1,1,0,1,0,0,1,0,1,0
547,33,210,34900,Salaried,5230,370,Female,No,Home,3,West,Yes,0,1,1,0,1,0,0,0,1,0,1
548,45,152,65200,Hourly,2690,820,Female,No,Home,3,East,No,1,0,1,0,1,0,0,0,1,1,0
549,31,210,54700,Salaried,6580,780,Male,No,Apt,0,West,Yes,0,1,0,1,1,0,1,0,0,0,1
550,42,193,49100,Salaried,6300,410,Female,No,Apt,4,West,Yes,0,1,1,0,1,0,1,0,0,0,1
551,40,196,23300,Hourly,2350,5760,Male,No,Home,7,West,Yes,1,0,0,1,1,0,0,0,1,0,1
552,46,207,27800,Hourly,2140,1220,Female,No,Condo,1,East,No,1,0,1,0,1,0,0,1,0,1,0
553,28,171,7900,Hourly,770,440,Male,No,Home,4,East,No,1,0,0,1,1,0,0,0,1,1,0
554,32,192,21700,Hourly,5790,700,Male,No,Home,3,East,No,1,0,0,1,1,0,0,0,1,1,0
555,42,250,23400,Salaried,680,1060,Male,Yes,Apt,7,East,Yes,0,1,0,1,0,1,1,0,0,0,1
556,54,196,30500,Hourly,1810,2020,Female,No,Home,2,West,Yes,1,0,1,0,1,0,0,0,1,0,1
557,39,153,75800,Hourly,3510,1110,Female,No,Home,3,West,Yes,1,0,1,0,1,0,0,0,1,0,1
558,40,178,59700,Hourly,6840,1390,Female,No,Apt,3,West,No,1,0,1,0,1,0,1,0,0,1,0
559,47,205,47400,Hourly,4830,910,Male,Yes,Apt,2,West,Yes,1,0,0,1,0,1,1,0,0,0,1
560,49,197,8600,Hourly,640,200,Male,No,Condo,0,West,No,1,0,0,1,1,0,0,1,0,1,0
561,42,157,26200,Hourly,3000,1990,Male,Yes,Home,3,West,Yes,1,0,0,1,0,1,0,0,1,0,1
562,29,177,26500,Salaried,13310,310,Female,No,Home,6,South,Yes,0,1,1,0,1,0,0,0,1,0,1
563,32,221,19100,Hourly,440,770,Male,No,Apt,3,East,No,1,0,0,1,1,0,1,0,0,1,0
564,40,195,41700,Salaried,3570,2040,Female,No,Apt,5,East,No,0,1,1,0,1,0,1,0,0,1,0
565,47,186,21600,Hourly,3510,720,Male,No,Condo,1,East,No,1,0,0,1,1,0,0,1,0,1,0
566,41,216,31800,Salaried,2880,3190,Female,No,Home,4,East,No,0,1,1,0,1,0,0,0,1,1,0
567,33,169,45800,Salaried,5190,870,Male,No,Home,10,East,Yes,0,1,0,1,1,0,0,0,1,0,1
568,53,182,52500,Salaried,7990,7460,Male,No,Home,9,South,Yes,0,1,0,1,1,0,0,0,1,0,1
569,27,173,21600,Salaried,6560,1180,Male,Yes,Apt,7,South,Yes,0,1,0,1,0,1,1,0,0,0,1
570,28,183,30900,Salaried,3280,770,Female,No,Condo,4,East,Yes,0,1,1,0,1,0,0,1,0,0,1
571,34,172,66700,Salaried,3270,1270,Male,No,Condo,4,West,No,0,1,0,1,1,0,0,1,0,1,0
572,52,177,19400,Hourly,1730,600,Male,No,Home,4,South,Yes,1,0,0,1,1,0,0,0,1,0,1
573,51,201,53000,Hourly,7020,0,Female,No,Home,0,West,No,1,0,1,0,1,0,0,0,1,1,0
574,33,184,45500,Hourly,7640,2730,Male,No,Apt,4,South,No,1,0,0,1,1,0,1,0,0,1,0
575,56,155,26300,Hourly,2000,1730,Male,No,Home,4,West,No,1,0,0,1,1,0,0,0,1,1,0
576,45,214,64900,Salaried,13660,880,Female,No,Home,7,East,Yes,0,1,1,0,1,0,0,0,1,0,1
577,39,203,14200,Hourly,620,1770,Female,No,Home,5,West,No,1,0,1,0,1,0,0,0,1,1,0
578,49,249,26500,Salaried,5280,380,Male,No,Condo,7,West,Yes,0,1,0,1,1,0,0,1,0,0,1
579,32,163,25500,Hourly,610,2280,Female,Yes,Home,4,South,No,1,0,1,0,0,1,0,0,1,1,0
580,40,192,3100,Hourly,210,570,Male,No,Apt,5,South,Yes,1,0,0,1,1,0,1,0,0,0,1
581,55,193,9500,Hourly,670,90,Female,No,Apt,3,East,No,1,0,1,0,1,0,1,0,0,1,0
582,37,224,152800,Salaried,1700,770,Female,No,Home,4,West,Yes,0,1,1,0,1,0,0,0,1,0,1
583,36,171,15900,Hourly,1330,660,Female,No,Condo,3,East,No,1,0,1,0,1,0,0,1,0,1,0
584,31,239,50000,Hourly,16650,350,Male,No,Apt,3,South,No,1,0,0,1,1,0,1,0,0,1,0
585,57,201,54100,Salaried,12730,500,Female,No,Home,5,East,No,0,1,1,0,1,0,0,0,1,1,0
586,32,214,43400,Hourly,2160,330,Female,No,Apt,1,East,No,1,0,1,0,1,0,1,0,0,1,0
587,31,170,19000,Salaried,2140,750,Male,No,Home,3,West,Yes,0,1,0,1,1,0,0,0,1,0,1
588,32,240,67500,Salaried,5870,3000,Female,Yes,Apt,7,West,Yes,0,1,1,0,0,1,1,0,0,0,1
589,28,179,84400,Salaried,19030,990,Male,No,Home,0,South,No,0,1,0,1,1,0,0,0,1,1,0
590,38,174,98400,Salaried,13890,1450,Female,Yes,Home,10,West,Yes,0,1,1,0,0,1,0,0,1,0,1
591,58,174,77600,Hourly,8480,850,Female,No,Home,3,West,No,1,0,1,0,1,0,0,0,1,1,0
592,25,213,63500,Salaried,4020,3120,Male,No,Home,9,South,Yes,0,1,0,1,1,0,0,0,1,0,1
593,33,180,49800,Salaried,11440,2830,Female,No,Apt,9,East,Yes,0,1,1,0,1,0,1,0,0,0,1
594,32,187,28700,Hourly,1530,680,Male,No,Condo,2,West,Yes,1,0,0,1,1,0,0,1,0,0,1
595,38,175,30000,Salaried,10280,680,Male,No,Condo,7,West,Yes,0,1,0,1,1,0,0,1,0,0,1
596,37,175,41600,Hourly,1110,450,Male,No,Home,2,East,No,1,0,0,1,1,0,0,0,1,1,0
597,48,214,48000,Salaried,4670,1770,Female,Yes,Condo,11,East,Yes,0,1,1,0,0,1,0,1,0,0,1
598,58,215,122800,Salaried,7400,600,Male,No,Condo,2,East,No,0,1,0,1,1,0,0,1,0,1,0
599,48,192,124400,Salaried,3370,1460,Male,No,Condo,2,South,No,0,1,0,1,1,0,0,1,0,1,0
600,36,155,92600,Salaried,29080,1140,Female,No,Home,4,East,No,0,1,1,0,1,0,0,0,1,1,0
601,54,229,23500,Salaried,4680,880,Female,No,Home,3,East,No,0,1,1,0,1,0,0,0,1,1,0
602,40,199,23600,Salaried,9690,1040,Female,No,Apt,4,East,No,0,1,1,0,1,0,1,0,0,1,0
603,31,180,83600,Salaried,17520,1110,Male,Yes,Apt,8,West,Yes,0,1,0,1,0,1,1,0,0,0,1
604,31,191,35900,Hourly,4700,530,Male,Yes,Home,0,West,Yes,1,0,0,1,0,1,0,0,1,0,1
605,36,153,64500,Salaried,11040,900,Male,No,Home,6,West,Yes,0,1,0,1,1,0,0,0,1,0,1
606,50,204,28100,Hourly,1090,120,Female,No,Condo,0,East,No,1,0,1,0,1,0,0,1,0,1,0
607,30,156,32200,Salaried,2860,2820,Female,No,Condo,10,South,Yes,0,1,1,0,1,0,0,1,0,0,1
608,52,203,31800,Hourly,1830,290,Female,No,Condo,3,West,Yes,1,0,1,0,1,0,0,1,0,0,1
609,30,218,45400,Salaried,3610,1750,Male,No,Condo,11,South,Yes,0,1,0,1,1,0,0,1,0,0,1
610,42,165,79400,Salaried,3150,2320,Male,Yes,Apt,10,West,Yes,0,1,0,1,0,1,1,0,0,0,1
611,36,154,25400,Salaried,3160,680,Male,No,Condo,3,West,Yes,0,1,0,1,1,0,0,1,0,0,1
612,31,177,21000,Salaried,4230,590,Male,No,Apt,4,West,Yes,0,1,0,1,1,0,1,0,0,0,1
613,40,190,41600,Salaried,16320,3040,Female,Yes,Home,11,East,Yes,0,1,1,0,0,1,0,0,1,0,1
614,43,201,95700,Salaried,6750,1810,Female,Yes,Apt,7,West,Yes,0,1,1,0,0,1,1,0,0,0,1
615,44,170,28700,Hourly,2380,2720,Female,No,Home,9,West,Yes,1,0,1,0,1,0,0,0,1,0,1
616,38,168,85700,Salaried,25260,880,Female,No,Condo,9,East,Yes,0,1,1,0,1,0,0,1,0,0,1
617,27,203,34800,Salaried,2350,5700,Male,No,Apt,9,South,Yes,0,1,0,1,1,0,1,0,0,0,1
618,35,176,28500,Salaried,5090,360,Female,No,Condo,5,East,No,0,1,1,0,1,0,0,1,0,1,0
619,31,225,30900,Salaried,7350,850,Male,No,Home,6,South,Yes,0,1,0,1,1,0,0,0,1,0,1
620,46,171,20800,Hourly,2680,1770,Female,Yes,Condo,6,West,Yes,1,0,1,0,0,1,0,1,0,0,1
621,41,210,29300,Hourly,2480,3460,Male,No,Home,4,East,No,1,0,0,1,1,0,0,0,1,1,0
622,45,180,24100,Hourly,3140,1650,Male,Yes,Condo,9,South,Yes,1,0,0,1,0,1,0,1,0,0,1
623,27,148,43900,Hourly,7930,3320,Female,No,Condo,8,West,Yes,1,0,1,0,1,0,0,1,0,0,1
624,48,201,17300,Hourly,2030,710,Female,No,Home,7,East,No,1,0,1,0,1,0,0,0,1,1,0
625,24,151,23200,Hourly,1670,2250,Male,No,Home,5,West,No,1,0,0,1,1,0,0,0,1,1,0
626,46,206,30300,Hourly,7690,970,Male,Yes,Home,7,West,No,1,0,0,1,0,1,0,0,1,1,0
627,56,156,10600,Hourly,1030,1000,Female,No,Home,7,South,No,1,0,1,0,1,0,0,0,1,1,0
628,44,218,48200,Salaried,9220,1700,Male,No,Home,4,West,Yes,0,1,0,1,1,0,0,0,1,0,1
629,42,188,70400,Hourly,3800,1000,Male,No,Home,2,South,No,1,0,0,1,1,0,0,0,1,1,0
630,28,166,33300,Hourly,2070,2210,Female,No,Apt,6,East,Yes,1,0,1,0,1,0,1,0,0,0,1
631,34,177,17600,Hourly,1600,1800,Female,Yes,Apt,1,East,No,1,0,1,0,0,1,1,0,0,1,0
632,29,217,19100,Hourly,1700,3030,Female,No,Condo,5,East,No,1,0,1,0,1,0,0,1,0,1,0
633,33,178,12000,Hourly,1250,0,Female,No,Condo,2,South,No,1,0,1,0,1,0,0,1,0,1,0
634,27,248,39400,Salaried,7650,710,Female,No,Condo,5,West,No,0,1,1,0,1,0,0,1,0,1,0
635,53,231,34500,Salaried,5800,680,Male,Yes,Condo,3,East,Yes,0,1,0,1,0,1,0,1,0,0,1
636,30,227,31700,Salaried,6350,4640,Male,No,Apt,5,South,Yes,0,1,0,1,1,0,1,0,0,0,1
637,30,171,39800,Hourly,6450,1080,Female,No,Condo,7,West,Yes,1,0,1,0,1,0,0,1,0,0,1
638,32,174,67000,Hourly,4770,440,Female,No,Home,2,West,No,1,0,1,0,1,0,0,0,1,1,0
639,48,212,47300,Hourly,1760,140,Female,No,Apt,3,South,No,1,0,1,0,1,0,1,0,0,1,0
640,41,204,55100,Hourly,1210,2390,Male,Yes,Home,5,South,Yes,1,0,0,1,0,1,0,0,1,0,1
641,39,212,59300,Salaried,5210,2040,Female,Yes,Apt,5,West,Yes,0,1,1,0,0,1,1,0,0,0,1
